questions,lang,keywords
¿Dónde murió Hillel Slovak?,es,"Hillel Slovak, donde murió"
Dove è morto Hillel Slovak?,it,"Hillel Slovak, dove è morto"
Donne moi le lieu de décès de Hillel Slovak.,fr,"lieu, décès, Hillel Slovak"
Waar is Hillel Slovak gestorven?,nl,"Hillel Slovak, doodsplaats"
Unde a murit Hillel Slovak?,ro,"Hillel Slovak, locul morții"
What is the timezone in San Pedro de Atacama?,en,"timezone, San Pedro de Atacama"
In welcher Zeitzone liegt San Pedro de Atacama?,de,"Zeitzone, San Pedro de Atacama"
¿Cuál es la zona horaria en San Pedro de Atacama?,es,"zona horaria, San Pedro de Atacama"
Qual è il fuso orario di San Pedro de Atacama?,it,"fuso orario, San Pedro de Atacama"
Quel est le fuseau horaire de San Pedro de Atacama?,fr,"fuseau horaire, San Pedro de Atacama"
Wat is de tijdzone in San Pedro de Atacama?,nl,"tijdzone, San Pedro de Atacama"
Care este fusul orar din San Pedro de Atacama?,ro,"fus orar, San Pedro de Atacama"
In which city does the Chile Route 68 end?,en,"city, Chile Route 68, ends"
In welcher Stadt hört die Ruta 68 auf?,de,"Stadt, aufhören, Ruta 68"
¿En que ciudad termina la ruta Chilena 68?,es,"ciudad, termina, ruta Chilena 68"
In quale città termina la Route 68 in Cile?,it,"città, termina, Route 68, Cile"
Dans quelle ville se termine la route 68 chilienne?,fr,"route 68, chili, ville, terminaison"
In welke stad eindigt de Route 68 in Chili?,nl,"stad, eindigt, Route 68, Chili"
În ce oraș se termină Route 68 din Chile?,ro,"oraș, termină, Route 68, Chile"
Who was vice president under the president who authorized atomic weapons against Japan during World War II?,en,
In which town was the assassin of Martin Luther King born?,en,
Which anti-apartheid activist was born in Mvezo?,en,
How many Golden Globe awards did the daughter of Henry Fonda win?,en,
Which recipients of the Victoria Cross died in the Battle of Arnhem?,en,
Where did the first man in space die?,en,
How old was Steve Jobs' sister when she first met him?,en,
Which members of the Wu-Tang Clan took their stage name from a movie?,en,
Which writers had influenced the philosopher that refused a Nobel Prize?,en,
Under which king did the British prime minister that signed the Munich agreement serve?,en,
Who composed the music for the film that depicts the early life of Jane Austin?,en,
Who succeeded the pope that reigned only 33 days?,en,
On which island did the national poet of Greece die?,en,
Which horses did The Long Fellow ride?,en,
"Of the people that died of radiation in Los Alamos, whose death was an accident?",en,
Which building owned by the Bank of America was featured in the TV series MegaStructures?,en,
"Which buildings in art deco style did Shreve, Lamb and Harmon design?",en,
Which birds are protected under the National Parks and Wildlife Act?,en,
Which country did the first known photographer of snowflakes come from?,en,
List all the battles commanded by the lover of Cleopatra.,en,
Are the Rosetta Stone and the Gayer-Andersen cat exhibited in the same museum?,en,
Which actress starring in the TV series Friends owns the production company Coquette Productions?,en,
Gaborone is the capital of which country member of the African Union?,en,
When was the composer of the opera Madame Butterfly born?,en,
Which street basketball player was diagnosed with Sarcoidosis?,en,
For which movie did the daughter of Francis Ford Coppola receive an Oscar?,en,
Which city does the first person to climb all 14 eight-thousanders come from?,en,
At which college did the only American actor that received the César Award study?,en,
Did Napoleon's first wife die in France?,en,
How old is James Bond in the latest Bond book by William Boyd?,en,
What eating disorder is characterized by an appetite for substances such as clay and sand?,en,
What is the native city of Hollywood's highest-paid actress?,en,
In which city does the former main presenter of the Xposé girls live?,en,
Who plays Phileas Fogg in the adaptation of Around the World in 80 Days directed by Buzz Kulik?,en,
Who is the front man of the band that wrote Coffee & TV?,en,
Which Chinese-speaking country is a former Portguese colony?,en,
What is the largest city in the county in which Faulkner spent most of his life?,en,
"In which year did the Hungarian-American actor called ""The King of Horror"" make his first film?",en,
Under which pseudonym did Charles Dickens publish some of his books?,en,
A landmark of which city is the home of the Mona Lisa?,en,
